log_line,label
Apr 01 18:45:49 dbserver02 sshd[9880]: Accepted password for eve from 192.168.1.17 port 57505 ssh2,normal
Apr 01 16:57:08 dbserver02 sshd[9159]: Accepted password for eve from 192.168.1.29 port 45264 ssh2,normal
Apr 01 10:52:08 appserver03 sshd[5611]: Accepted password for carol from 192.168.1.12 port 54957 ssh2,normal
Apr 01 19:55:23 dbserver02 sshd[8601]: Accepted password for carol from 192.168.1.13 port 41712 ssh2,normal
Apr 01 21:43:50 dbserver02 CRON[6854]: pam_unix(cron:session): session opened for user eve(uid=1000) by (uid=0),normal
Apr 01 06:57:49 webserver01 sshd[4959]: Accepted password for alice from 192.168.1.25 port 61059 ssh2,normal
"Apr 01 14:43:38 appserver03 useradd[1001]: new user: name=svc_acct, UID=43317, GID=37622, home=/home/svc_acct, shell=/bin/bash",new_user_created
Apr 01 08:30:54 webserver01 sshd[5127]: Accepted password for root from 103.253.41.98 port 46948 ssh2,root_login
Apr 01 05:39:17 dbserver02 su[8501]: FAILED su for root by hacker,su_failure
Apr 01 14:59:24 webserver01 systemd-logind[497]: New session 444 of user dave.,normal
Apr 01 12:29:10 appserver03 pam_unix(sshd:session): session opened for user alice(uid=1000) by (uid=0),normal
Apr 01 01:44:59 appserver03 sshd[9087]: Accepted password for carol from 192.168.1.17 port 57978 ssh2,after_hours_login
Apr 01 19:34:57 webserver01 pam_unix(sshd:session): session closed for user frank,normal
Apr 01 13:34:12 dbserver02 sshd[1545]: Accepted password for grace from 192.168.1.15 port 61843 ssh2,normal
Apr 01 06:00:26 webserver01 sshd[9588]: Accepted password for frank from 192.168.1.18 port 42534 ssh2,normal
Apr 01 06:17:22 dbserver02 sshd[4353]: Accepted password for eve from 192.168.1.17 port 43708 ssh2,normal
Apr 01 07:46:14 webserver01 sudo: botnet : TTY=pts/0 ; PWD=/home/botnet ; USER=root ; COMMAND=/usr/bin/chmod 777 /etc/passwd,privilege_escalation
Apr 01 12:28:25 appserver03 sshd[9188]: Accepted password for eve from 192.168.1.13 port 40063 ssh2,normal
Apr 01 12:38:30 webserver01 pam_unix(sshd:session): session opened for user dave(uid=1000) by (uid=0),normal
Apr 01 07:39:25 dbserver02 CRON[2718]: pam_unix(cron:session): session opened for user eve(uid=1000) by (uid=0),normal
Apr 01 07:58:32 webserver01 sshd[8163]: Accepted password for grace from 192.168.1.26 port 52238 ssh2,normal
Apr 01 22:56:40 dbserver02 pam_unix(sshd:session): session opened for user alice(uid=1000) by (uid=0),normal
Apr 01 03:10:09 webserver01 sshd[6169]: Accepted password for dave from 91.240.118.172 port 52775 ssh2,after_hours_login
Apr 01 22:08:50 dbserver02 sshd[9812]: Accepted password for eve from 192.168.1.17 port 57157 ssh2,normal
Apr 01 20:51:17 webserver01 sshd[8255]: Accepted password for carol from 192.168.1.14 port 44316 ssh2,normal
Apr 01 14:05:46 webserver01 pam_unix(sshd:session): session closed for user bob,normal
Apr 01 20:42:11 dbserver02 pam_unix(sshd:session): session closed for user frank,normal
"Apr 01 15:05:06 dbserver02 adduser[2926]: new user: name=svc_acct, UID=61514, GID=46359, home=/home/svc_acct, shell=/bin/bash",new_user_created
Apr 01 22:54:34 appserver03 sshd[2867]: Accepted password for grace from 192.168.1.16 port 63348 ssh2,normal
Apr 01 16:55:21 webserver01 pam_unix(sshd:session): session closed for user frank,normal
Apr 01 21:13:16 webserver01 systemd-logind[736]: New session 316 of user bob.,normal
Apr 01 14:06:44 appserver03 sshd[8381]: Accepted password for eve from 192.168.1.10 port 48538 ssh2,normal
Apr 01 17:52:49 appserver03 pam_unix(sshd:session): session opened for user dave(uid=1000) by (uid=0),normal
Apr 01 16:49:35 appserver03 sudo: botnet : TTY=pts/0 ; PWD=/home/botnet ; USER=root ; COMMAND=/usr/bin/chmod 777 /etc/passwd,privilege_escalation
Apr 01 07:07:04 appserver03 sshd[2356]: Accepted password for frank from 192.168.1.20 port 58877 ssh2,normal
Apr 01 21:12:50 webserver01 sshd[2735]: Accepted password for eve from 192.168.1.20 port 56995 ssh2,normal
Apr 01 10:08:54 dbserver02 sudo: botnet : TTY=pts/0 ; PWD=/home/botnet ; USER=root ; COMMAND=/usr/sbin/useradd hacker2,privilege_escalation
Apr 01 18:44:35 dbserver02 sshd[6857]: Accepted password for grace from 192.168.1.19 port 40889 ssh2,normal
Apr 01 09:51:01 dbserver02 sshd[7093]: Accepted password for dave from 192.168.1.10 port 40490 ssh2,normal
Apr 01 21:45:42 webserver01 pam_unix(sshd:session): session opened for user eve(uid=1000) by (uid=0),normal
Apr 01 18:23:15 appserver03 pam_unix(sshd:session): session closed for user bob,normal
Apr 01 06:47:08 appserver03 sshd[1811]: Accepted password for root from 198.51.100.77 port 42354 ssh2,root_login
Apr 01 04:29:33 webserver01 sudo: botnet : TTY=pts/0 ; PWD=/home/botnet ; USER=root ; COMMAND=/usr/sbin/useradd hacker2,privilege_escalation
Apr 01 08:21:28 dbserver02 sshd[8632]: Accepted password for root from 198.51.100.77 port 42931 ssh2,root_login
Apr 01 11:32:20 dbserver02 su[2860]: FAILED su for root by intruder,su_failure
Apr 01 19:42:21 webserver01 sshd[7450]: Accepted password for bob from 192.168.1.17 port 49811 ssh2,normal
Apr 01 22:20:48 webserver01 pam_unix(sshd:session): session closed for user frank,normal
Apr 01 02:36:53 webserver01 sshd[6102]: Failed password for intruder from 91.240.118.172 port 61631 ssh2,ssh_brute_force
Apr 01 06:44:48 dbserver02 sshd[8210]: Accepted password for eve from 192.168.1.16 port 50495 ssh2,normal
Apr 01 20:51:07 dbserver02 pam_unix(sshd:session): session opened for user bob(uid=1000) by (uid=0),normal
Apr 01 20:39:48 appserver03 pam_unix(sshd:session): session opened for user carol(uid=1000) by (uid=0),normal
Apr 01 13:21:02 dbserver02 su[7006]: FAILED su for root by scanner,su_failure
Apr 01 08:31:36 webserver01 pam_unix(sshd:session): session closed for user frank,normal
"Apr 01 12:47:41 webserver01 adduser[8253]: new user: name=backdoor, UID=10466, GID=37428, home=/home/backdoor, shell=/bin/bash",new_user_created
Apr 01 16:52:33 appserver03 systemd-logind[172]: New session 358 of user dave.,normal
Apr 01 11:30:47 webserver01 sshd[4682]: Accepted password for frank from 192.168.1.15 port 51951 ssh2,normal
Apr 01 07:09:14 appserver03 pam_unix(sshd:session): session closed for user bob,normal
Apr 01 18:44:27 appserver03 pam_unix(sshd:session): session closed for user carol,normal
Apr 01 20:19:58 appserver03 sshd[6080]: Accepted password for dave from 192.168.1.26 port 45089 ssh2,normal
Apr 01 09:55:49 webserver01 CRON[1187]: pam_unix(cron:session): session opened for user grace(uid=1000) by (uid=0),normal
Apr 01 21:09:45 webserver01 sshd[3108]: Accepted password for root from 198.51.100.77 port 51663 ssh2,root_login
Apr 01 13:54:37 dbserver02 sshd[4903]: Accepted password for grace from 192.168.1.26 port 43070 ssh2,normal
Apr 01 11:44:25 webserver01 sshd[1685]: Accepted password for bob from 192.168.1.13 port 58337 ssh2,normal
Apr 01 13:28:03 appserver03 sudo: hacker : TTY=pts/0 ; PWD=/home/hacker ; USER=root ; COMMAND=/usr/sbin/useradd hacker2,privilege_escalation
Apr 01 08:21:31 webserver01 systemd-logind[800]: New session 92 of user alice.,normal
Apr 01 07:13:14 dbserver02 sshd[1117]: Accepted password for alice from 192.168.1.16 port 59095 ssh2,normal
Apr 01 04:44:51 webserver01 sshd[7079]: Accepted password for eve from 45.33.32.156 port 43201 ssh2,after_hours_login
Apr 01 22:27:22 dbserver02 sshd[9412]: Accepted password for bob from 192.168.1.21 port 41158 ssh2,normal
Apr 01 09:42:08 webserver01 sshd[6940]: Accepted password for frank from 192.168.1.27 port 43456 ssh2,normal
Apr 01 09:06:18 dbserver02 systemd-logind[479]: New session 233 of user carol.,normal
Apr 01 09:01:46 webserver01 CRON[9946]: pam_unix(cron:session): session opened for user bob(uid=1000) by (uid=0),normal
Apr 01 14:01:36 appserver03 sshd[9765]: Accepted password for carol from 192.168.1.15 port 47409 ssh2,normal
Apr 01 06:21:17 webserver01 sshd[3775]: Accepted password for dave from 192.168.1.13 port 61239 ssh2,normal
Apr 01 10:21:23 webserver01 pam_unix(sshd:session): session opened for user alice(uid=1000) by (uid=0),normal
Apr 01 10:45:02 webserver01 sshd[1938]: Accepted password for dave from 192.168.1.20 port 52259 ssh2,normal
Apr 01 15:23:31 appserver03 CRON[2387]: pam_unix(cron:session): session opened for user grace(uid=1000) by (uid=0),normal
Apr 01 20:17:50 appserver03 sudo: scanner : TTY=pts/0 ; PWD=/home/scanner ; USER=root ; COMMAND=/usr/bin/cat /etc/shadow,privilege_escalation
Apr 01 17:01:06 dbserver02 pam_unix(sshd:session): session opened for user dave(uid=1000) by (uid=0),normal
Apr 01 17:07:28 webserver01 pam_unix(sshd:session): session closed for user frank,normal
Apr 01 14:12:03 appserver03 sshd[7789]: Accepted password for frank from 192.168.1.16 port 59444 ssh2,normal
Apr 01 09:27:30 webserver01 pam_unix(sshd:session): session opened for user frank(uid=1000) by (uid=0),normal
Apr 01 07:49:07 dbserver02 CRON[4728]: pam_unix(cron:session): session opened for user carol(uid=1000) by (uid=0),normal
Apr 01 12:44:54 dbserver02 pam_unix(sshd:session): session closed for user carol,normal
Apr 01 13:47:19 dbserver02 su[4617]: FAILED su for root by intruder,su_failure
Apr 01 07:06:19 dbserver02 sshd[4031]: Accepted password for frank from 192.168.1.16 port 60522 ssh2,normal
Apr 01 12:09:26 dbserver02 sshd[5025]: Accepted password for frank from 192.168.1.22 port 50370 ssh2,normal
Apr 01 07:05:40 appserver03 pam_unix(sshd:session): session opened for user frank(uid=1000) by (uid=0),normal
Apr 01 14:23:58 webserver01 pam_unix(sshd:session): session closed for user bob,normal
Apr 01 08:41:53 appserver03 CRON[7662]: pam_unix(cron:session): session opened for user eve(uid=1000) by (uid=0),normal
Apr 01 20:52:11 webserver01 pam_unix(sshd:session): session closed for user frank,normal
Apr 01 13:13:01 webserver01 sshd[2070]: Accepted password for grace from 192.168.1.29 port 64467 ssh2,normal
"Apr 01 11:57:00 webserver01 useradd[1613]: new user: name=testadmin, UID=60866, GID=42559, home=/home/testadmin, shell=/bin/bash",new_user_created
Apr 01 07:17:53 webserver01 systemd-logind[713]: New session 236 of user dave.,normal
Apr 01 08:05:43 webserver01 pam_unix(sshd:session): session opened for user bob(uid=1000) by (uid=0),normal
Apr 01 17:03:31 appserver03 sshd[4413]: Accepted password for dave from 192.168.1.23 port 54157 ssh2,normal
Apr 01 15:50:59 dbserver02 CRON[5671]: pam_unix(cron:session): session opened for user grace(uid=1000) by (uid=0),normal
Apr 01 17:33:10 appserver03 sudo: hacker : TTY=pts/0 ; PWD=/home/hacker ; USER=root ; COMMAND=/usr/bin/cat /etc/shadow,privilege_escalation
Apr 01 12:35:42 dbserver02 pam_unix(sshd:session): session opened for user dave(uid=1000) by (uid=0),normal
Apr 01 08:42:02 appserver03 sshd[8113]: Accepted password for grace from 192.168.1.20 port 61565 ssh2,normal
Apr 01 09:35:53 appserver03 pam_unix(sshd:session): session opened for user alice(uid=1000) by (uid=0),normal
Apr 01 07:44:10 dbserver02 sshd[3540]: Accepted password for grace from 192.168.1.23 port 60044 ssh2,normal
Apr 01 18:54:29 appserver03 sudo: botnet : TTY=pts/0 ; PWD=/home/botnet ; USER=root ; COMMAND=/usr/bin/cat /etc/shadow,privilege_escalation
Apr 01 17:44:59 webserver01 sshd[6097]: Accepted password for alice from 192.168.1.19 port 64288 ssh2,normal
Apr 01 17:59:09 appserver03 systemd-logind[728]: New session 356 of user eve.,normal
Apr 01 02:03:28 webserver01 su[8937]: FAILED su for root by scanner,su_failure
Apr 01 10:27:03 webserver01 sshd[3875]: Accepted password for alice from 192.168.1.13 port 46152 ssh2,normal
Apr 01 14:53:31 dbserver02 pam_unix(sshd:session): session closed for user dave,normal
Apr 01 15:13:30 appserver03 CRON[2737]: pam_unix(cron:session): session opened for user bob(uid=1000) by (uid=0),normal
Apr 01 10:59:08 appserver03 pam_unix(sshd:session): session closed for user dave,normal
Apr 01 14:42:58 webserver01 CRON[5554]: pam_unix(cron:session): session opened for user carol(uid=1000) by (uid=0),normal
Apr 01 14:12:39 dbserver02 sshd[3653]: Accepted password for grace from 192.168.1.14 port 55795 ssh2,normal
Apr 01 10:42:36 appserver03 pam_unix(sshd:session): session closed for user frank,normal
Apr 01 11:44:48 webserver01 sshd[1923]: Accepted password for carol from 192.168.1.14 port 63184 ssh2,normal
Apr 01 06:28:05 appserver03 sshd[3006]: Accepted password for carol from 192.168.1.10 port 40410 ssh2,normal
Apr 01 23:32:27 dbserver02 su[8293]: FAILED su for root by scanner,su_failure
Apr 01 07:23:37 appserver03 pam_unix(sshd:session): session opened for user bob(uid=1000) by (uid=0),normal
Apr 01 07:41:05 dbserver02 sshd[4271]: Accepted password for grace from 192.168.1.15 port 64886 ssh2,normal
Apr 01 11:51:41 webserver01 sshd[1728]: Accepted password for eve from 192.168.1.18 port 58060 ssh2,normal
Apr 01 10:11:59 dbserver02 CRON[9403]: pam_unix(cron:session): session opened for user eve(uid=1000) by (uid=0),normal
Apr 01 03:58:38 webserver01 sshd[5135]: Accepted password for alice from 192.168.1.10 port 51476 ssh2,after_hours_login
Apr 01 16:12:07 webserver01 su[5492]: FAILED su for root by frank,su_failure
Apr 01 14:03:22 appserver03 CRON[7487]: pam_unix(cron:session): session opened for user bob(uid=1000) by (uid=0),normal
Apr 01 08:53:38 webserver01 sshd[2224]: Accepted password for alice from 192.168.1.28 port 50214 ssh2,normal
"Apr 01 02:58:25 appserver03 useradd[3498]: new user: name=testadmin, UID=31883, GID=16810, home=/home/testadmin, shell=/bin/bash",new_user_created
Apr 01 02:29:04 webserver01 sudo: hacker : TTY=pts/0 ; PWD=/home/hacker ; USER=root ; COMMAND=/usr/bin/chmod 777 /etc/passwd,privilege_escalation
Apr 01 19:20:15 appserver03 pam_unix(sshd:session): session opened for user bob(uid=1000) by (uid=0),normal
Apr 01 15:49:24 webserver01 systemd-logind[833]: New session 379 of user carol.,normal
Apr 01 02:25:30 appserver03 sshd[1449]: Accepted password for frank from 185.220.101.34 port 55303 ssh2,after_hours_login
Apr 01 21:47:30 dbserver02 sshd[1671]: Accepted password for frank from 192.168.1.29 port 61326 ssh2,normal
Apr 01 11:51:11 appserver03 sshd[7903]: Accepted password for bob from 192.168.1.19 port 58836 ssh2,normal
Apr 01 21:17:54 dbserver02 CRON[3435]: pam_unix(cron:session): session opened for user eve(uid=1000) by (uid=0),normal
Apr 01 14:51:36 dbserver02 CRON[6325]: pam_unix(cron:session): session opened for user bob(uid=1000) by (uid=0),normal
Apr 01 17:59:28 dbserver02 sshd[9982]: Accepted password for alice from 192.168.1.11 port 58467 ssh2,normal
Apr 01 01:58:19 dbserver02 sshd[4533]: Accepted password for root from 185.220.101.34 port 50789 ssh2,root_login
Apr 01 17:44:46 appserver03 pam_unix(sshd:session): session opened for user dave(uid=1000) by (uid=0),normal
Apr 01 22:47:44 dbserver02 pam_unix(sshd:session): session opened for user carol(uid=1000) by (uid=0),normal
Apr 01 11:44:56 dbserver02 sshd[5319]: Accepted password for bob from 192.168.1.18 port 48891 ssh2,normal
Apr 01 08:22:12 dbserver02 sshd[2116]: Accepted password for alice from 192.168.1.11 port 64266 ssh2,normal
Apr 01 16:44:08 webserver01 CRON[4474]: pam_unix(cron:session): session opened for user alice(uid=1000) by (uid=0),normal
Apr 01 17:58:16 dbserver02 sshd[3073]: Accepted password for bob from 192.168.1.27 port 43234 ssh2,normal
Apr 01 03:00:35 dbserver02 sshd[5948]: Accepted password for carol from 192.168.1.25 port 51462 ssh2,after_hours_login
Apr 01 04:01:14 appserver03 sshd[9707]: Accepted password for root from 198.51.100.77 port 51055 ssh2,root_login
Apr 01 21:18:53 dbserver02 sshd[8751]: Accepted password for grace from 192.168.1.19 port 60890 ssh2,normal
Apr 01 21:24:14 appserver03 sshd[5937]: Accepted password for grace from 192.168.1.18 port 46353 ssh2,normal
Apr 01 22:31:35 dbserver02 sshd[1832]: Accepted password for carol from 192.168.1.16 port 53662 ssh2,normal
Apr 01 13:06:55 dbserver02 sshd[5073]: Accepted password for eve from 192.168.1.28 port 61194 ssh2,normal
Apr 01 07:28:17 dbserver02 pam_unix(sshd:session): session closed for user carol,normal
Apr 01 18:12:46 appserver03 pam_unix(sshd:session): session opened for user grace(uid=1000) by (uid=0),normal
Apr 01 00:00:23 appserver03 su[9522]: FAILED su for root by grace,su_failure
Apr 01 22:17:38 dbserver02 CRON[9706]: pam_unix(cron:session): session opened for user carol(uid=1000) by (uid=0),normal
Apr 01 21:11:01 dbserver02 sshd[1978]: Accepted password for dave from 192.168.1.14 port 57910 ssh2,normal
Apr 01 18:02:18 dbserver02 pam_unix(sshd:session): session closed for user alice,normal
Apr 01 10:20:42 dbserver02 CRON[2579]: pam_unix(cron:session): session opened for user carol(uid=1000) by (uid=0),normal
Apr 01 15:23:02 webserver01 sshd[2800]: Accepted password for dave from 192.168.1.12 port 47417 ssh2,normal
Apr 01 04:31:39 appserver03 sshd[8578]: Accepted password for alice from 198.51.100.77 port 59071 ssh2,after_hours_login
Apr 01 09:36:57 webserver01 sshd[3805]: Failed password for admin from 198.51.100.77 port 50700 ssh2,ssh_brute_force
Apr 01 11:57:44 webserver01 pam_unix(sshd:session): session opened for user eve(uid=1000) by (uid=0),normal
Apr 01 08:24:04 webserver01 sshd[3479]: Accepted password for grace from 192.168.1.23 port 48166 ssh2,normal
Apr 01 15:00:34 appserver03 pam_unix(sshd:session): session closed for user grace,normal
Apr 01 12:29:42 appserver03 sudo: hacker : TTY=pts/0 ; PWD=/home/hacker ; USER=root ; COMMAND=/usr/bin/chmod 777 /etc/passwd,privilege_escalation
Apr 01 19:11:40 dbserver02 sshd[7261]: Failed password for test from 45.33.32.156 port 55545 ssh2,ssh_brute_force
Apr 01 04:30:06 dbserver02 su[2288]: FAILED su for root by alice,su_failure
Apr 01 22:54:01 dbserver02 sshd[6340]: Accepted password for dave from 192.168.1.13 port 48671 ssh2,normal
Apr 01 21:49:31 appserver03 sshd[8939]: Accepted password for root from 103.253.41.98 port 51509 ssh2,root_login
Apr 01 17:48:44 webserver01 sshd[1370]: Accepted password for grace from 192.168.1.16 port 52447 ssh2,normal
Apr 01 14:36:19 dbserver02 pam_unix(sshd:session): session opened for user alice(uid=1000) by (uid=0),normal
Apr 01 17:32:51 dbserver02 pam_unix(sshd:session): session closed for user eve,normal
"Apr 01 20:13:35 dbserver02 useradd[3207]: new user: name=testadmin, UID=17683, GID=19387, home=/home/testadmin, shell=/bin/bash",new_user_created
Apr 01 19:41:05 dbserver02 systemd-logind[403]: New session 94 of user frank.,normal
Apr 01 13:50:25 dbserver02 sshd[1973]: Failed password for scanner from 103.253.41.98 port 40275 ssh2,ssh_brute_force
Apr 01 11:06:40 dbserver02 sshd[3074]: Accepted password for grace from 192.168.1.24 port 41960 ssh2,normal
Apr 01 16:45:07 webserver01 sshd[5181]: Accepted password for carol from 192.168.1.29 port 64980 ssh2,normal
Apr 01 09:52:04 dbserver02 sshd[2213]: Accepted password for carol from 192.168.1.25 port 53130 ssh2,normal
Apr 01 06:51:44 webserver01 su[4255]: FAILED su for root by dave,su_failure
Apr 01 11:23:56 dbserver02 systemd-logind[983]: New session 6 of user dave.,normal
Apr 01 19:19:58 webserver01 sshd[9568]: Accepted password for carol from 192.168.1.18 port 65044 ssh2,normal
Apr 01 16:28:22 webserver01 sshd[5430]: Accepted password for alice from 192.168.1.22 port 62119 ssh2,normal
Apr 01 19:21:14 webserver01 sshd[2585]: Accepted password for carol from 192.168.1.12 port 61521 ssh2,normal
Apr 01 10:20:46 dbserver02 systemd-logind[218]: New session 480 of user bob.,normal
Apr 01 13:15:34 dbserver02 pam_unix(sshd:session): session opened for user grace(uid=1000) by (uid=0),normal
Apr 01 15:18:47 appserver03 sshd[2931]: Accepted password for grace from 192.168.1.17 port 58732 ssh2,normal
Apr 01 09:26:45 webserver01 CRON[7832]: pam_unix(cron:session): session opened for user grace(uid=1000) by (uid=0),normal
Apr 01 22:57:15 appserver03 sshd[1031]: Accepted password for carol from 192.168.1.17 port 58016 ssh2,normal
Apr 01 16:55:41 webserver01 pam_unix(sshd:session): session opened for user frank(uid=1000) by (uid=0),normal
Apr 01 08:26:18 webserver01 pam_unix(sshd:session): session closed for user alice,normal
Apr 01 13:48:29 webserver01 sshd[6160]: Accepted password for frank from 192.168.1.14 port 56065 ssh2,normal
Apr 01 11:51:12 appserver03 sshd[7910]: Failed password for root from 103.253.41.98 port 61649 ssh2,ssh_brute_force
Apr 01 12:58:47 webserver01 pam_unix(sshd:session): session opened for user dave(uid=1000) by (uid=0),normal
Apr 01 09:12:50 dbserver02 sshd[5467]: Accepted password for root from 45.33.32.156 port 45694 ssh2,root_login
Apr 01 13:21:27 appserver03 systemd-logind[321]: New session 23 of user alice.,normal
Apr 01 16:01:07 appserver03 pam_unix(sshd:session): session closed for user frank,normal
Apr 01 13:55:15 appserver03 CRON[4717]: pam_unix(cron:session): session opened for user bob(uid=1000) by (uid=0),normal
Apr 01 10:33:34 webserver01 sshd[2912]: Failed password for invalid user scanner from 23.129.64.210 port 58923 ssh2,ssh_brute_force
Apr 01 16:50:19 webserver01 sshd[2263]: Accepted password for eve from 192.168.1.27 port 42248 ssh2,normal
Apr 01 02:23:16 dbserver02 sshd[9225]: Accepted password for root from 185.220.101.34 port 42816 ssh2,root_login
Apr 01 16:54:01 appserver03 sshd[8804]: Accepted password for bob from 192.168.1.16 port 54669 ssh2,normal
Apr 01 10:02:57 appserver03 sudo: hacker : TTY=pts/0 ; PWD=/home/hacker ; USER=root ; COMMAND=/usr/sbin/useradd hacker2,privilege_escalation
Apr 01 15:21:31 dbserver02 sshd[3288]: Accepted password for carol from 192.168.1.20 port 59877 ssh2,normal
Apr 01 21:03:53 appserver03 CRON[5761]: pam_unix(cron:session): session opened for user dave(uid=1000) by (uid=0),normal
Apr 01 23:45:48 webserver01 sshd[9671]: Accepted password for dave from 192.168.1.15 port 52140 ssh2,after_hours_login
Apr 01 15:12:44 webserver01 CRON[7824]: pam_unix(cron:session): session opened for user alice(uid=1000) by (uid=0),normal
Apr 01 16:50:28 webserver01 CRON[2418]: pam_unix(cron:session): session opened for user frank(uid=1000) by (uid=0),normal
Apr 01 21:55:28 dbserver02 systemd-logind[537]: New session 7 of user carol.,normal
Apr 01 16:58:20 appserver03 sshd[8892]: Accepted password for eve from 192.168.1.17 port 63328 ssh2,normal
Apr 01 20:15:05 webserver01 sshd[2766]: Accepted password for eve from 192.168.1.27 port 47449 ssh2,normal
Apr 01 14:32:15 webserver01 sshd[2888]: Accepted password for carol from 192.168.1.14 port 50860 ssh2,normal
Apr 01 13:14:36 webserver01 CRON[6044]: pam_unix(cron:session): session opened for user eve(uid=1000) by (uid=0),normal
Apr 01 17:34:15 appserver03 sudo: scanner : TTY=pts/0 ; PWD=/home/scanner ; USER=root ; COMMAND=/usr/sbin/useradd hacker2,privilege_escalation
Apr 01 22:41:21 dbserver02 CRON[2648]: pam_unix(cron:session): session opened for user dave(uid=1000) by (uid=0),normal
Apr 01 10:41:40 dbserver02 sshd[8291]: Accepted password for alice from 192.168.1.13 port 47380 ssh2,normal
Apr 01 04:33:33 dbserver02 sshd[3750]: Accepted password for frank from 192.168.1.18 port 52440 ssh2,after_hours_login
Apr 01 18:32:12 appserver03 sshd[9965]: Accepted password for frank from 192.168.1.19 port 64187 ssh2,normal
Apr 01 15:46:29 webserver01 CRON[6194]: pam_unix(cron:session): session opened for user frank(uid=1000) by (uid=0),normal
Apr 01 04:09:40 webserver01 sshd[1244]: Failed password for scanner from 91.240.118.172 port 55044 ssh2,ssh_brute_force
Apr 01 02:50:43 appserver03 sshd[5120]: Accepted password for bob from 192.168.1.17 port 57543 ssh2,after_hours_login
Apr 01 10:58:05 webserver01 sshd[3957]: Accepted password for frank from 192.168.1.12 port 51808 ssh2,normal
"Apr 01 15:39:16 appserver03 useradd[9631]: new user: name=testadmin, UID=51872, GID=30971, home=/home/testadmin, shell=/bin/bash",new_user_created
"Apr 01 20:03:01 webserver01 useradd[1047]: new user: name=backdoor, UID=29234, GID=63718, home=/home/backdoor, shell=/bin/bash",new_user_created
Apr 01 20:36:58 webserver01 sshd[8214]: Accepted password for bob from 192.168.1.28 port 55997 ssh2,normal
Apr 01 17:13:40 webserver01 systemd-logind[853]: New session 337 of user bob.,normal
Apr 01 10:19:40 webserver01 sudo: intruder : TTY=pts/0 ; PWD=/home/intruder ; USER=root ; COMMAND=/bin/bash,privilege_escalation
Apr 01 21:14:29 webserver01 su[7242]: FAILED su for root by scanner,su_failure
Apr 01 08:16:44 appserver03 sshd[5937]: Accepted password for carol from 192.168.1.10 port 40376 ssh2,normal
Apr 01 19:29:37 appserver03 sshd[7920]: Accepted password for grace from 192.168.1.17 port 63187 ssh2,normal
Apr 01 10:36:13 webserver01 sudo: intruder : TTY=pts/0 ; PWD=/home/intruder ; USER=root ; COMMAND=/usr/bin/cat /etc/shadow,privilege_escalation
Apr 01 11:15:41 webserver01 CRON[7354]: pam_unix(cron:session): session opened for user eve(uid=1000) by (uid=0),normal
Apr 01 12:48:26 dbserver02 sshd[3018]: Failed password for invalid user admin from 23.129.64.210 port 43216 ssh2,ssh_brute_force
Apr 01 15:24:55 appserver03 sshd[4516]: Accepted password for eve from 192.168.1.14 port 49830 ssh2,normal
Apr 01 13:25:06 dbserver02 pam_unix(sshd:session): session opened for user alice(uid=1000) by (uid=0),normal
Apr 01 09:03:44 dbserver02 pam_unix(sshd:session): session opened for user alice(uid=1000) by (uid=0),normal
Apr 01 00:27:37 webserver01 sshd[2402]: Failed password for invalid user test from 198.51.100.77 port 63678 ssh2,ssh_brute_force
Apr 01 21:52:43 webserver01 sshd[3590]: Accepted password for grace from 192.168.1.25 port 49678 ssh2,normal
Apr 01 16:20:04 dbserver02 sshd[2187]: Accepted password for dave from 192.168.1.20 port 58247 ssh2,normal
Apr 01 07:01:49 dbserver02 systemd-logind[964]: New session 103 of user bob.,normal
Apr 01 17:19:12 appserver03 sshd[5570]: Accepted password for alice from 192.168.1.15 port 61512 ssh2,normal
Apr 01 21:32:24 dbserver02 sshd[4899]: Accepted password for bob from 192.168.1.21 port 49353 ssh2,normal
Apr 01 19:39:08 webserver01 sudo: scanner : TTY=pts/0 ; PWD=/home/scanner ; USER=root ; COMMAND=/usr/bin/chmod 777 /etc/passwd,privilege_escalation
Apr 01 13:53:07 appserver03 systemd-logind[693]: New session 249 of user bob.,normal
Apr 01 08:13:19 dbserver02 sshd[3344]: Accepted password for alice from 192.168.1.28 port 46524 ssh2,normal
Apr 01 11:58:18 appserver03 sshd[1415]: Accepted password for alice from 192.168.1.26 port 59060 ssh2,normal
Apr 01 10:20:38 dbserver02 pam_unix(sshd:session): session closed for user bob,normal
Apr 01 15:17:29 appserver03 sshd[7103]: Accepted password for carol from 192.168.1.29 port 44184 ssh2,normal
Apr 01 13:59:29 appserver03 sshd[1305]: Accepted password for dave from 192.168.1.15 port 46180 ssh2,normal
Apr 01 13:41:05 appserver03 sshd[5079]: Accepted password for frank from 192.168.1.17 port 48631 ssh2,normal
Apr 01 21:24:17 appserver03 sshd[6463]: Accepted password for frank from 192.168.1.18 port 58588 ssh2,normal
Apr 01 06:31:32 appserver03 pam_unix(sshd:session): session closed for user grace,normal
Apr 01 16:50:32 dbserver02 sshd[5947]: Accepted password for grace from 192.168.1.21 port 46056 ssh2,normal
Apr 01 22:36:54 dbserver02 CRON[5371]: pam_unix(cron:session): session opened for user frank(uid=1000) by (uid=0),normal
Apr 01 14:23:09 webserver01 CRON[3290]: pam_unix(cron:session): session opened for user alice(uid=1000) by (uid=0),normal
